AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,PM10,PM2.5,RH,SO2
32,1.6,0.16,0.06,1.6,3.9,5.4,15,14.4,68,1.9
31,1.6,0.2,0.07,1.2,4.5,5.7,18,13.1,70,2.1
31,1.6,0.33,0.12,2.2,7.6,9.8,19,14.4,72,2.9
31,1.6,0.26,0.11,2.6,9.3,12,20,11.8,74,4.9
31,1.6,0.27,0.11,2.4,6.5,8.9,15,9.2,75,2.8
31,1.6,0.23,0.14,2,8,9.9,17,11.8,74,3.4
31,1.6,0.18,0.12,2,6.9,8.9,16,9.2,73,3.3
30,1.6,0.17,0.18,1.3,8,9.2,23,5.3,76,4.5
29,1.7,0.15,0.2,1.4,7.3,8.7,22,7.9,81,2.8
29,1.7,0.13,0.14,1.3,6.3,7.6,18,7.9,82,2.7
29,1.7,0.11,0.13,1.5,5.7,7.2,15,10.5,81,2.3
29,1.7,0.1,0.09,2,4.7,6.8,17,5.3,80,2.2
29,1.7,0.13,0.17,2.3,5.3,7.6,27,10.5,79,2.6
29,1.7,0.15,0.08,3.6,4.6,8.2,24,10.5,76,2.7
30,1.7,0.22,0.07,6.1,5.9,12,30,13.1,73,3.9
31,1.7,0.23,0.08,5.2,6.8,12,27,13.1,70,4.2
33,1.6,0.19,0.05,4,5.1,9.2,29,15.7,65,3.4
33,1.6,0.21,0.05,3.2,6,9.2,26,15.7,63,3.6
33,1.6,0.14,0.02,3,3.6,6.6,26,15.7,64,3.8
33,1.6,0.09,0.01,1.9,2.2,4.1,24,15.7,67,2.1
33,1.6,0.09,0.01,1.9,1.6,3.5,18,13.1,66,1.8
33,1.6,0.09,0.01,1.9,1.7,3.6,19,7.9,66,1.7
32,1.6,0.09,0.01,1.6,1.6,3.2,22,5.3,69,1.9
32,1.6,0.1,0.02,1.8,2.1,3.9,27,5.3,72,1.9
31,1.6,0.12,0.03,2,2.1,4.1,25,5.3,72,1.7
31,1.6,0.17,0.05,2,2.9,4.9,18,10.5,73,1.8
31,1.6,0.19,0.06,2.1,4.6,6.7,12,14.4,73,1.9
31,1.6,0.16,0.04,2,3.3,5.2,15,11.8,73,1.6
29,1.7,0.19,0.08,2.2,7.5,9.7,19,7.9,80,2.1
28,1.7,0.2,0.12,2.3,6.7,9.1,23,11.8,79,2.3
29,1.7,0.29,0.17,2.1,11,13,22,11.8,82,2.2
29,1.7,0.23,0.16,2,11,13,27,15.7,81,2.8
28,1.7,0.17,0.15,1.9,8.8,11,29,9.2,81,1.7
28,1.8,0.2,0.1,1.8,7.9,9.7,23,11.8,83,1.2
28,1.7,0.14,0.12,1.2,7.2,8.4,25,5.3,82,1.3
28,1.8,0.14,0.08,2.1,7.4,9.5,24,9.2,84,1.1
27,1.8,0.16,0.07,4.9,6.6,11,27,9.2,84,1.1
28,1.7,0.24,0.09,8,6.2,14,29,13.1,78,1.3
30,1.7,0.35,0.15,8.5,8.1,17,29,11.8,71,2.3
32,1.6,0.43,0.23,12,13,25,30,14.4,66,9.1
33,1.6,0.21,0.09,3.9,7.7,12,30,15.7,63,5.3
33,1.6,0.16,0.05,3.1,5.9,9,29,14.4,64,4.6
34,1.6,0.22,0.06,2.4,8.1,11,37,22.2,62,6.2
34,1.6,0.22,0.05,1.7,6.8,8.6,38,18.3,60,4.9
34,1.6,0.13,0.03,1.6,4.1,5.7,38,15.7,58,2.1
34,1.6,0.11,0.04,1.8,3,4.8,34,11.8,58,1.1
34,1.6,0.11,0.04,1.8,2.9,4.7,29,11.8,60,1.1
33,1.6,0.13,0.05,2.4,3.6,6,30,15.7,64,1.3
32,1.6,0.24,0.08,1.8,6.3,8.1,26,11.8,66,2.4
32,1.6,0.35,0.2,2.8,11,14,33,17,67,2.5
29,1.7,0.23,0.09,1.3,7.9,9.2,29,18.3,71,1.3
29,1.7,0.26,0.08,1.3,10,11,29,17,72,1.1
29,1.7,0.24,0.13,0.9,14,15,21,13.1,73,1.4
28,1.7,0.2,0.09,1.1,13,14,33,13.1,75,1.6
28,1.7,0.14,0.06,1,9,10,28,10.5,78,1.1
27,1.8,0.15,0.05,0.7,10,11,33,7.9,80,1.2
27,1.8,0.16,0.05,0.9,12,13,43,5.3,81,3.1
27,1.9,0.19,0.09,0.8,16,16,57,14.4,82,3.8
27,1.9,0.21,0.11,2.4,19,21,51,18.3,83,4.8
27,2,0.2,0.11,2,15,17,41,26.1,84,3.2
27,2,0.27,0.12,3.2,14,17,45,26.1,84,2.9
28,2,0.26,0.13,7.2,12,19,46,28.7,81,2.8
30,1.8,0.34,0.12,8.6,11,19,42,28.7,72,4.5
32,1.7,0.25,0.09,5.4,7.6,13,29,26.1,65,3.2
33,1.6,0.19,0.05,4.3,6.3,11,34,17,61,2.5
33,1.6,0.19,0.11,3.5,6,9.5,30,18.3,58,2.7
34,1.6,0.19,0.09,2.6,7.5,10,30,15.7,58,2.5
34,1.6,0.22,0.06,2.3,7.5,9.8,27,18.3,58,2.2
34,1.6,0.18,0.1,1.9,6.6,8.5,23,18.3,58,2
34,1.6,0.13,0.11,1.2,4.6,5.8,28,18.3,59,2.1
34,1.6,0.13,0.04,1.7,5.5,7.1,30,23.5,58,2
34,1.6,0.15,0.04,1.9,5.5,7.3,31,18.3,57,1.9
33,1.7,0.22,0.1,1.5,5.7,7.2,29,17,59,1.9
33,1.7,0.27,0.12,1.3,6.6,7.9,32,26.1,62,1.9
32,1.7,0.32,0.09,1.3,10,11,33,24.8,67,1.6
31,1.7,0.26,0.1,1.2,10,12,33,28.7,72,2.1
31,1.7,0.36,0.11,2,15,17,36,18.3,73,2.6
30,1.8,0.33,0.12,2.6,18,21,36,28.7,75,3.1
30,1.8,0.29,0.14,2.5,20,22,39,32.6,77,3.7
29,1.9,0.29,0.13,2.2,19,21,38,32.6,79,3.5
29,2,0.31,0.13,1.9,21,23,40,28.7,79,4.2
29,1.9,0.17,0.22,1.3,12,14,45,18.3,81,3.1
29,1.9,0.18,0.2,1.8,11,12,39,26.1,83,4.3
29,1.9,0.2,0.15,2.6,13,15,41,23.5,84,4.4
29,2.1,0.31,0.35,7.2,22,29,49,33.9,84,4.6
29,1.9,0.35,0.43,7,20,27,55,39.1,80,5.5
30,1.8,0.45,0.28,6.6,18,25,61,41.7,75,5.1
31,1.8,0.44,0.21,3.7,14,18,56,41.7,71,4.9
32,1.7,0.35,0.13,2.1,10,12,61,41.7,69,6.3
33,1.7,0.19,0.04,1.6,6.2,7.8,58,52.1,64,5.2
33,1.6,0.1,0.01,2.1,3.6,5.7,53,45.6,61,3.2
34,1.6,0.09,0,2.1,2.7,4.7,39,36.5,59,2.2
34,1.6,0.08,0.01,1.9,2.1,4,30,14.4,57,2
34,1.6,0.08,0.01,1.9,2.7,4.6,24,18.3,58,1.8
34,1.6,0.1,0.01,2.3,4.4,6.6,26,19.6,59,1.9
32,1.6,0.11,0.01,2,4.3,6.4,26,32.6,67,2.2
32,1.6,0.16,0.03,1.7,5,6.7,26,22.2,70,1.9
31,1.6,0.16,0.02,1.7,4.2,5.9,36,19.6,73,1.8
31,1.6,0.18,0.05,1.6,5.5,7,38,9.2,73,2.6
31,1.6,0.34,0.12,1.7,11,13,42,28.7,74,2.8
30,1.8,0.41,0.36,3.1,22,25,44,30,73,3.5
30,1.7,0.37,0.48,2.2,15,17,50,33.9,74,3.1
29,1.7,0.26,0.28,1.9,7.9,9.8,48,24.8,75,1.9
29,1.7,0.21,0.28,1.5,8.6,10,39,17,75,3.3
28,1.7,0.19,0.28,1.7,8.1,9.7,33,23.5,75,3.1
28,1.7,0.19,0.26,1.4,6.4,7.8,29,13.1,75,2.4
28,1.7,0.2,0.21,0.9,5.5,6.4,30,15.7,74,2.4
28,1.8,0.14,0.11,0.9,8.3,9.2,20,5.3,75,1.6
28,1.8,0.19,0.15,3.1,14,17,21,18.3,78,1.8
28,1.8,0.22,0.11,5.6,12,17,25,24.8,77,1.7
29,1.7,0.33,0.12,7.2,12,19,38,32.6,73,2.1
30,1.7,0.34,0.11,7.7,14,22,34,23.5,69,3.5
31,1.7,0.23,0.09,3.9,12,15,39,18.3,67,3.5
32,1.7,0.18,0.07,1.5,6.6,8.1,45,27.4,63,2.5
34,1.8,0.19,0.06,1.87,6.37,8.28,48,40.4,62,2
34,1.7,0.16,0.02,1.3,3.9,5.2,52,46.9,62,2.1
34,1.7,0.15,0.01,1.1,3.2,4.4,43,45.6,60,2.5
34,1.6,0.15,0.02,1.5,3.1,4.6,49,36.5,61,2.4
33,1.6,0.18,0.04,1.2,4,5.3,44,40.4,63,2.7
33,1.7,0.18,0.06,1.3,5.5,6.8,53,32.6,65,2.2
33,1.7,0.25,0.08,1.7,7.9,9.7,70,41.7,70,2.1
31,1.7,0.19,0.06,1.6,6.3,7.9,78,23.5,75,2.1
31,1.7,0.18,0.05,1.4,6,7.4,72,24.8,78,2.1
30,1.7,0.19,0.11,1.6,8,9.6,59,15.7,79,2.1
30,1.7,0.18,0.08,1.4,8,9.4,51,26.1,80,2.3
30,1.7,0.22,0.07,1.9,11,13,60,23.5,79,3.2
30,1.7,0.22,0.08,2.2,11,13,55,17,77,3.3
29,1.8,0.23,0.08,4.4,12,16,52,22.2,77,3.7
29,1.8,0.15,0.09,2.2,8.8,11,29,15.7,77,1.7
29,1.8,0.15,0.04,1.1,6.7,7.8,27,18.3,78,2.1
28,1.7,0.17,0.03,2.3,9,11,19,5.3,82,3.1
28,1.7,0.17,0.03,3,8.9,12,30,9.2,83,3.8
28,1.7,0.15,0.02,2.4,7.8,10,28,10.5,84,3.1
28,1.6,0.07,0.02,1.5,3.2,4.7,28,15.7,86,1.2
28,1.6,0.06,0,2,2.2,4.1,35,9.2,85,0.9
28,1.6,0.1,0.04,2.4,5.9,8.3,35,5.3,82,2
28,1.6,0.1,0.03,2,5.2,7.1,36,5.3,83,1.6
28,1.6,0.1,0.02,1.8,5.1,6.8,36,18.3,86,1.4
28,1.6,0.08,0,1.9,2.9,4.8,37,14.4,91,0.8
26,1.6,0.1,0.01,1.7,3.8,5.4,34,17,92,0.6
26,1.6,0.08,0,2,2.4,4.4,28,5.3,92,0.6
26,1.6,0.09,0.01,2.1,2.4,4.5,29,7.9,92,0.6
27,1.6,0.12,0.04,2.7,2.8,5.4,28,5.3,89,1
27,1.6,0.12,0.05,2.6,4,6.6,22,5.3,89,1.1
26,1.6,0.13,0.04,2.3,4.2,6.5,16,5.3,89,1
26,1.6,0.11,0.03,1.9,2.7,4.6,18,5.3,88,0.8
26,1.6,0.12,0.04,1.8,3.1,5,14,5.3,90,0.8
27,1.6,0.12,0.07,1.8,4.6,6.4,14,9.2,90,1
27,1.6,0.15,0.08,1.7,5.7,7.3,17,5.3,89,1.1
27,1.6,0.13,0.06,1.5,5.3,6.8,23,5.3,90,1.1
27,1.6,0.17,0.07,1.6,4.8,6.4,26,7.9,90,1.6
27,1.6,0.11,0.06,1.5,3.8,5.3,17,10.5,89,1.2
27,1.6,0.08,0.04,1.5,2.7,4.2,9,9.2,85,1.3
27,1.6,0.23,0.07,1.6,6.2,7.8,17,9.2,87,2.5
27,1.6,0.16,0.06,1,4.7,5.7,17,13.1,88,1.7
27,1.6,0.18,0.1,1.2,5.8,7,16,14.4,90,1.9
28,1.6,0.11,0.03,1.4,4,5.4,9,10.5,89,1.2
27,1.6,0.13,0.02,1.4,3.1,4.6,14,11.8,90,0.9
27,1.6,0.12,-0.01,1.4,2.1,3.4,19,11.8,89,0.8
27,1.6,0.23,0.06,2.4,5.2,7.6,12,7.9,87,0.8
27,1.7,0.36,0.55,8,13,21,16,5.3,89,2.1
28,1.6,0.21,0.22,4.6,7.3,12,17,18.3,86,1.7
30,1.7,0.27,0.22,3.8,8.3,12,23,17,77,2.5
30,1.7,0.33,0.17,3,10,13,27,23.5,75,3
30,1.7,0.23,0.3,2.3,7.5,9.8,27,10.5,77,2.4
30,1.7,0.23,0.2,1.9,7.2,9.1,31,17,79,2
27,1.6,0.15,0.04,1.6,4,5.6,33,5.3,87,1
27,1.7,0.26,0.31,3.6,12,15,40,11.8,89,1.9
28,1.7,0.32,0.12,2.1,8.9,11,33,13.1,89,1.1
29,1.7,0.27,0.09,1.6,8,9.6,29,17,88,1.5
29,1.7,0.26,0.15,1.4,8.3,9.6,28,19.6,87,1.6
29,1.7,0.24,0.43,1.9,7.1,9,35,13.1,87,2.7
29,1.7,0.32,0.41,1.7,14,16,34,23.5,85,3.8
29,1.7,0.22,0.09,1.2,6.8,8,36,17,84,2.2
29,1.7,0.19,0.03,1.2,4.9,6,31,17,84,1.7
29,1.7,0.15,0.04,1.1,4.3,5.4,32,13.1,86,1.2
29,1.7,0.14,0.05,1.3,3.2,4.5,30,15.7,85,1.2
29,1.7,0.14,0.09,1.3,3.7,5,36,18.3,86,1.7
28,1.7,0.18,0.11,0.6,5.2,5.8,40,17,86,2
28,1.7,0.17,0.1,0.7,6.9,7.7,42,18.3,87,2.1
28,1.7,0.17,0.14,0.9,9.1,10,39,22.2,87,3.3
28,1.7,0.23,0.13,1.1,9.1,10,36,13.1,89,1.8
28,1.7,0.21,0.07,1.1,6.4,7.5,33,18.3,89,1.2
28,1.7,0.17,0.04,0.7,4.1,4.8,26,11.8,87,1
28,1.7,0.23,0.04,1.1,5.1,6.2,21,23.5,83,0.8
28,1.7,0.3,0.32,2.4,12,14,23,15.7,84,2.3
27,1.7,0.29,0.25,2.5,10,13,21,18.3,88,2.4
27,1.7,0.23,0.07,2,7.3,9.3,18,5.3,85,1.2
27,1.7,0.2,0.05,1.9,6.1,8,10,9.2,86,1.3
28,1.7,0.23,0.05,2,5.4,7.4,16,10.5,82,1.6
29,1.7,0.22,0.08,1.5,5.3,6.8,19,23.5,80,1.7
26,1.7,0.23,0.09,1.4,8.3,9.7,23,22.2,90,1.4
26,1.7,0.31,0.17,2.3,13,16,36,43,90,2.3
26,1.7,0.26,0.09,1.5,9.8,11,33,33.9,89,1.5
26,1.7,0.23,0.07,1.9,8.2,10,24,31.3,90,1.4
26,1.7,0.22,0.08,1.3,8.3,9.6,8,5.3,90,1.1
25,1.7,0.24,0.06,1.3,9.1,10,11,5.3,91,1.1
25,1.7,0.2,0.05,1.2,6.2,7.4,17,5.3,90,0.8
26,1.7,0.19,0.08,0.9,6.5,7.4,14,5.3,89,1.1
26,1.7,0.13,0.04,0.7,4.4,5.1,12,5.3,87,0.7
26,1.7,0.14,0.05,0.9,4.1,5,13,5.3,88,1.7
26,1.7,0.11,0.01,0.9,3.8,4.7,14,5.3,89,1
26,1.7,0.11,0.04,1.6,2.9,4.5,13,5.3,91,1.1
26,1.7,0.12,0.05,1.6,4.5,6,13,5.3,91,1.5
26,1.7,0.13,0.03,1.4,4.4,5.8,15,7.9,90,1.3
26,1.7,0.17,0.04,2.2,4.3,6.6,13,7.9,89,1.2
27,1.6,0.35,0.12,4.8,6.5,11,14,14.4,86,2
27,1.7,0.4,0.43,7.7,11,19,18,11.8,88,2.5
28,1.7,0.25,0.26,5,8.5,14,22,15.7,87,1.8
26,1.7,0.33,0.7,10,19,29,24,17,91,2.9
25,1.7,0.33,0.64,11,19,30,26,14.4,91,4.3
26,1.7,0.34,0.43,9.2,18,27,28,15.7,91,2.9
26,1.7,0.24,0.17,4.4,13,18,26,11.8,92,1.4
25,1.7,0.23,0.37,7.1,18,25,22,13.1,93,1.5
25,1.7,0.22,0.24,6.9,17,23,18,7.9,93,1.4
25,1.7,0.23,0.32,4.8,15,20,20,9.2,93,1.4
25,1.7,0.52,0.55,10,23,33,21,7.9,92,2
26,1.8,0.74,1.29,12,25,38,28,10.5,92,4.6
28,1.7,0.57,0.96,9.4,19,28,35,14.4,89,3.6
28,1.7,0.49,0.3,3.1,14,17,39,11.8,86,1.9
28,1.7,0.35,0.71,2.8,14,17,39,15.7,87,3.1
27,1.7,0.22,0.42,1.4,10,12,31,9.2,89,3.3
27,1.7,0.24,0.27,1.4,9.7,11,27,11.8,90,3
27,1.7,0.16,0.38,1.8,6.2,8,22,7.9,88,2.5
26,1.7,0.15,0.18,1.4,7.4,8.8,25,5.3,89,2.9
26,1.7,0.18,0.18,1.7,7.9,9.6,22,9.2,91,2
26,1.7,0.11,0.14,1.7,3,4.7,21,7.9,91,1.4
26,1.7,0.08,0.1,1.6,3.3,4.9,22,11.8,91,0.8
26,1.6,0.1,0.19,1.7,4.9,6.6,20,10.5,91,1.3
26,1.6,0.15,0.15,2.3,6.2,8.5,16,10.5,90,1.2
26,1.6,0.41,0.23,5.5,11,16,15,10.5,90,2.3
28,1.7,0.35,0.31,7.1,9.4,17,17,13.1,85,3.1
29,1.7,0.28,0.36,6.4,11,18,26,24.8,81,3.1
26,1.6,0.25,0.51,6.2,14,20,27,22.2,90,2.6
27,1.7,0.3,0.66,9.3,17,27,28,17,88,3.5
29,1.6,0.29,0.36,6,12,18,26,11.8,79,3
31,1.6,0.18,0.53,4.2,6.9,11,33,19.6,72,2.8
30,1.6,0.19,0.54,5.1,8.8,14,35,22.2,75,3.4
27,1.6,0.18,0.11,3.2,6.2,9.4,36,14.4,88,1.2
29,1.6,0.29,0.49,5.1,9.2,14,27,14.4,81,2.2
29,1.6,0.44,0.49,5.3,13,18,30,11.8,80,3.4
29,1.6,0.49,1.4,5.5,18,23,42,14.4,82,6.6
28,1.7,0.39,1.24,4.1,15,19,46,13.1,84,6.4
27,1.6,0.26,0.29,2.1,8.9,11,43,23.5,89,1.8
26,1.6,0.25,0.28,2.2,8.6,11,30,26.1,88,2.1
26,1.6,0.19,0.22,2.2,8.6,11,29,18.3,88,2.3
26,1.6,0.16,0.1,1.9,6.8,8.7,20,7.9,88,2
26,1.6,0.11,0.15,1.9,4,5.9,19,5.3,89,1.7
26,1.7,0.1,0.16,1.7,4.5,6.3,14,5.3,89,2.3
26,1.6,0.09,0.14,1.8,3.4,5.2,16,9.2,86,1.2
26,1.7,0.09,0.25,1.5,3.7,5.2,20,13.1,83,1.4
27,1.6,0.11,0.18,1.2,4.4,5.6,21,13.1,81,1.8
27,1.7,0.17,0.09,1.9,6.8,8.7,28,10.5,80,2
28,1.7,0.29,0.14,6.1,12,18,27,17,77,3.2
29,1.7,0.48,0.17,8.9,11,20,29,24.8,73,3.4
30,1.6,0.39,0.36,8.1,10,18,32,17,71,3.2
31,1.6,0.3,0.24,8.4,11,20,31,9.2,67,3.2
32,1.6,0.23,0.18,2.8,8.5,11,30,11.8,65,2.4
32,1.6,0.17,0.41,1.87,4.28,6.12,24.22,17.494,64,2.45
33,1.6,0.22,0.05,1.79,3.79,5.59,18,26.1,61,3.7
33,1.6,0.14,0.03,1.8,3.2,4.9,20,30,60,2.3
33,1.6,0.11,0.02,1.1,1.7,2.8,23,28.7,61,0.9
31,1.6,0.12,0.03,1.3,2.6,3.9,32,22.2,72,1.5
32,1.6,0.18,0.06,1.3,3.6,5,26,24.8,64,1.5
32,1.6,0.35,0.19,2.3,6.7,9,31,15.7,67,1.9
31,1.6,0.36,0.26,2.5,7.9,10,29,13.1,72,1.5
30,1.6,0.39,0.62,3.3,12,16,37,10.5,78,3.7
30,1.6,0.44,0.35,2.6,13,15,29,15.7,75,2.8
30,1.7,0.4,0.84,2.5,13,16,36,14.4,77,4.1
29,1.7,0.35,0.62,2.3,15,17,33,17,79,5.5
29,1.7,0.43,0.39,4.4,18,23,39,13.1,83,6.2
28,1.7,0.32,0.25,1.7,14,16,37,15.7,85,4.5
28,1.7,0.3,0.24,2.8,14,17,44,11.8,85,4.8
28,1.7,0.29,0.21,2.2,13,15,72,44.3,83,2.5
28,1.7,0.19,0.21,1.3,6.3,7.6,70,44.3,84,2.2
28,1.7,0.17,0.2,1.4,6.8,8.2,59,45.6,84,2.1
28,1.7,0.23,0.14,2.2,8.7,11,32,46.9,83,2.4
28,1.7,0.29,0.25,5.5,8.6,14,31,32.6,80,3.1
30,1.7,0.47,0.28,8.1,10,18,33,28.7,75,4.3
31,1.6,0.32,0.19,6.3,10,16,24,32.6,69,5.4
32,1.6,0.24,0.21,8.6,12,20,29,24.8,65,7.5
33,1.6,0.22,0.13,9.5,7.2,17,31,32.6,64,8
33,1.6,0.15,0.06,1.9,2.4,4.3,43,26.1,64,1.3
33,1.6,0.12,0.01,1.5,1.1,2.5,37,24.8,63,0.8
33,1.6,0.1,0,1.2,0.8,2,33,17,64,0.7
33,1.6,0.1,0.01,1.3,1.2,2.5,19,13.1,64,0.8
33,1.6,0.12,0.02,1.3,1.4,2.7,23,14.4,66,1.2
32,1.6,0.13,0.01,1.9,1.9,3.8,26,13.1,68,1.3
32,1.6,0.19,0.04,1.4,3.2,4.6,31,24.8,72,1.2
31,1.6,0.27,0.11,1.2,5.1,6.2,34,18.3,73,1.3
31,1.6,0.44,0.54,2.6,9.2,12,40,24.8,73,1.4
31,1.6,0.52,0.37,4.7,12,17,41,14.4,73,1.9
31,1.6,0.41,0.15,2.3,8.2,10,38,18.3,72,1.1
30,1.7,0.39,0.46,1.9,12,14,33,23.5,75,2.5
30,1.8,0.38,1.01,2.2,17,19,35,23.5,78,6.1
29,1.7,0.27,0.44,1.6,11,12,39,22.2,79,3.7
29,1.7,0.2,0.29,2.2,9.8,12,41,15.7,79,3.3
28,1.8,0.18,0.35,2.8,9.9,13,43,13.1,79,2.6
28,1.9,0.17,0.24,4.9,11,16,40,17,81,1.8
28,1.9,0.2,0.55,9.4,12,21,39,23.5,81,2.9
28,1.9,0.23,0.45,10,12,22,35,26.1,80,2.4
28,1.8,0.28,0.32,12,9.8,22,39,30,77,2.5
30,1.8,0.5,0.31,11,13,23,43,23.5,75,3.3
31,1.6,0.19,0.06,3.1,4.4,7.5,46,28.7,73,1.4
32,1.6,0.13,0.02,2.5,2.4,4.8,37,18.3,69,0.6
33,1.6,0.13,0.02,2.1,1.8,3.9,31,13.1,66,0.7
33,1.6,0.09,0,1.9,1.2,3,34,9.2,66,0.8
33,1.6,0.1,-0.01,1.8,0.6,2.3,33,11.8,65,0.3
33,1.6,0.08,-0.01,1.8,0.8,2.6,35,19.6,65,0.4
33,1.6,0.08,0,2.1,0.7,2.7,31,17,69,0.3
32,1.6,0.09,0.02,1.8,0.7,2.4,30,10.5,71,0.1
31,1.6,0.11,0.03,1.7,1.5,3.2,32,5.3,72,0.2
32,1.6,0.14,0.02,2,2.5,4.5,23,5.3,72,0.7
31,1.6,0.13,0.01,1.8,1.7,3.5,26,14.4,76,0.3
30,1.6,0.13,0.01,1.5,2.2,3.6,27,11.8,79,0.4
30,1.6,0.12,0.01,1.6,2.3,3.9,29,11.8,78,0.9
30,1.6,0.13,0.01,1.7,2.1,3.8,31,9.2,78,0.3
30,1.6,0.15,0.02,1.8,2.7,4.5,29,17,78,0.7
30,1.6,0.12,0.01,1.5,2.8,4.3,33,13.1,77,0.6
30,1.6,0.16,0.37,2.1,5.9,7.9,35,11.8,78,1.3
30,1.6,0.19,0.48,2.3,9.1,11,41,11.8,80,4.2
29,1.8,0.27,0.3,6.8,14,21,46,17,83,4.5
29,1.8,0.21,0.43,2.4,13,15,50,24.8,84,5.1
29,1.8,0.18,0.65,2.8,12,15,46,30,84,5.1
28,1.8,0.22,0.43,3.6,10,14,41,28.7,86,4.1
29,1.7,0.29,0.28,6.3,10,16,37,26.1,84,4.5
30,1.7,0.24,0.12,3.7,6.5,10,38,19.6,79,3.3
31,1.6,0.12,0.01,1.9,1.7,3.6,43,18.3,72,3
32,1.6,0.1,0,1.4,1.3,2.7,37,23.5,70,2.5
33,1.6,0.1,0,1.4,1.5,2.9,35,23.5,66,2.5
33,1.6,0.1,0,1.3,1.1,2.4,31,23.5,64,2.2
33,1.6,0.09,-0.01,1.5,0.9,2.4,33,15.7,64,2.6
33,1.6,0.08,-0.01,1.2,0.9,2.1,29,19.6,65,2.5
33,1.6,0.09,0,1.2,1.4,2.6,27,18.3,66,2.7
34,1.6,0.09,0,1.4,1.7,3.1,26,22.2,64,2.5
33,1.6,0.1,0.02,1.7,2.1,3.8,29,13.1,64,2.5
33,1.6,0.12,0.02,1.5,2.2,3.7,31,19.6,65,2.6
32,1.6,0.13,0.01,1.1,3.2,4.4,29,17,70,3
31,1.6,0.15,0.01,1.2,3.8,5,35,15.7,73,2.5
31,1.6,0.14,0.01,0.8,2.1,2.9,40,7.9,76,2.2
31,1.6,0.19,0.03,1,4,5,44,5.3,76,2.3
31,1.6,0.13,0,1,3.8,4.7,37,14.4,78,2.7
30,1.6,0.12,0,0.8,2.7,3.4,37,11.8,81,2.2
30,1.6,0.13,0.01,1.1,3.8,4.9,31,18.3,80,2.4
30,1.6,0.09,-0.01,0.7,3.1,3.8,34,18.3,80,1.8
30,1.6,0.07,-0.01,0.8,1.4,2.2,28,24.8,80,1.3
30,1.6,0.07,-0.01,1.7,1.6,3.3,26,19.6,81,1.8
30,1.6,0.07,0,1.7,2.2,3.9,27,13.1,81,2
30,1.6,0.1,0.03,1.7,1.5,3.1,29,15.7,81,1.3
30,1.8,0.24,0.16,4.8,7.8,13,38,13.1,83,2.1
30,1.7,0.19,0.07,3,4.8,7.8,36,24.8,81,1.8
31,1.6,0.15,0.02,3,3.4,6.3,40,18.3,77,1.7
32,1.6,0.1,0,2.3,2.1,4.3,31,24.8,69,1.8
33,1.6,0.09,0,2.1,1.1,3.3,30,15.7,67,1.4
33,1.6,0.08,-0.01,1.9,0.5,2.3,32,18.3,67,1.3
33,1.6,0.08,-0.01,1.8,0.4,2.1,30,15.7,67,1.7
32,1.6,0.08,-0.01,1.8,0.4,2.2,29,19.6,69,1.5
32,1.6,0.07,-0.01,2,0.5,2.6,15,14.4,70,1.2
32,1.6,0.08,-0.01,1.9,0.2,2.1,25,17,68,1.2
32,1.6,0.11,0,1.9,2.1,3.9,24,18.3,69,1.6
31,1.6,0.12,0.01,1.5,1.7,3.2,32,27.4,73,1.4
31,1.6,0.2,0.04,2,7.1,9.2,28,19.6,73,1.6
30,1.7,0.27,0.09,2.7,11,13,29,17,76,1.5
29,1.7,0.31,0.11,3.2,9.5,13,25,19.6,76,1.6
30,1.7,0.39,0.16,3.2,14,17,29,22.2,76,1.8
30,1.8,0.39,0.16,3.4,14,18,29,14.4,77,1.6
29,1.7,0.29,0.15,2.3,10,12,39,5.3,78,1.4
29,1.7,0.26,0.14,2.2,10,13,27,11.8,78,2.3
28,1.9,0.21,0.13,2.2,9.4,12,35,10.5,79,1.3
28,1.8,0.15,0.13,1.9,7.7,9.6,28,13.1,80,1.2
28,1.7,0.13,0.09,1.3,5.9,7.2,33,11.8,77,1.5
28,1.7,0.12,0.09,1.6,7,8.6,27,15.7,76,1.7
27,1.8,0.17,0.07,2.7,7.9,11,22,15.7,81,1.4
28,1.7,0.25,0.11,5.9,9,15,29,17,77,2.6
29,1.7,0.46,0.16,11,12,22,29,17,74,4
30,1.7,0.54,0.31,10,14,25,42,24.8,72,4.8
31,1.6,0.3,0.21,5.4,8.6,14,38,23.5,67,2.9
32,1.6,0.16,0.05,2.5,3.8,6.3,38,31.3,63,2
33,1.6,0.11,0.02,2,2.3,4.3,30,23.5,60,1.9
33,1.6,0.09,-0.01,1.5,0.8,2.3,27,24.8,64,1
33,1.6,0.08,-0.01,1.6,0.7,2.3,23,9.2,65,1.3
33,1.6,0.07,-0.01,2.1,1.1,3.2,12,14.4,64,1.1
33,1.6,0.08,0,1.7,0.8,2.5,19,13.1,65,1.2
32,1.6,0.11,0.03,1.9,2,3.8,15,17,70,1.6
28,1.6,0.26,0.17,4.5,8.3,13,28,11.8,78,1.5
26,1.6,0.27,0.29,3.5,11,15,23,15.7,85,1.9
26,1.6,0.34,0.5,4.9,13,18,30,23.5,80,2.3
27,1.7,0.4,0.41,5.8,14,20,24,22.2,80,3.2
27,1.7,0.38,0.54,3.6,14,18,29,13.1,79,3.3
27,1.7,0.32,0.48,3.1,13,16,31,5.3,78,3.1
